companies_evaluated,intervention_evaluations,spearman_rho,mean_abs_error_weeks,median_abs_error_weeks,mean_signed_error_weeks,p90_abs_error_weeks,p99_abs_error_weeks,pct_analytic_overestimates
3000,12000,0.2772,15.218,0.896,-12.781,4.296,9.178,91.9
