signals_used,companies,auc_4signal,auc_survival_alone,auc_3signal_prev,best_subset,best_auc,verdict
survival + cash-flow + anomaly + distress-language,15507,0.5811,0.7409,0.6057,survival,0.7409,fusion does not beat single
